,review_id,user_id,business_id,stars,useful,funny,cool,text,date
2307239,L_GFKmwnq8IBfXbMjyLa7Q,FPpkiFiPjqm0xL_tRXbW9Q,0bmWNkV0ld_Nm8nTqeIYVQ,1.0,0,0,0,Overpriced wings. $15 for 8 wings or a pound. Poor service. Waiting staff is almost non existent. Extra $1 charge for refills. Better off going to the other numerous wing spots in Scarborough like Wild Wings or Fanzone Wings. Nothing special or to look forward to returning.,2019-07-30 00:30:44
2308539,t15l9iBTn8YCyzGAIDkSYg,1SP1dG8OepypN5WpztQWkw,bZgfnQtLXly82_XmLBqOwQ,3.0,0,0,0,"Decent place for a dinner but very crowded after events at the nearby stadium. Our wait was 40 minutes and we were told that it wasn't because there weren't tables, but rather because the kitchen was backed up. Service was ok, burger was ok, but all in all, nothing was fantastic. I also would have thought there would have been more hockey items on display. Worth a visit if you are a Gretzky fan.",2019-08-11 15:19:53
2313913,UpBo1dIMdp_Yb8BdsKnNHw,OlmxgDX9BRbVzemLrmCxWA,Vv4C9lH6dGSx-TLXTTz_HQ,1.0,0,0,0,"The bar was busy because there was a FIBA exhibition game across the street.  No one was seating people a sign said seat yourself. I asked a waiter if it was ok to sit on the side room and he said yes and handed me menus.
We sat there for for almost 20 minutes.  I went to the bar and asked if there was a waitress for the side area.  She responded ""you can see we are busy. We will get there in a little while"". I said can you tell me when and she responded ""when we get a chance we are all very busy""
There are plenty of places to eat in Toronto.  No need to deal with rude unprofessional staff that doesn't know how to plan for an event in the arena across the street
Avoid this place",2019-08-07 22:54:31
2314031,6pbNBNjauPgUfZwC4epjRg,51Y7e6neQYbDGWQ5H5HegQ,4MQaqhBUJCpghGukSWNq7w,4.0,0,0,0,I really did like this place. Food is good and the staff are quite friendly. This was the first restaurant I ever went to in Canada and it really did have a Canadian feel. Poutine is pretty great as well. I would check it out.,2019-09-27 03:05:01
2316508,j-dR0BahK8HnMGz30-VPLA,O3pSxv1SyHpY4qi4Q16KzA,CM7IDKFxV6p5FdptjXsr8A,3.0,0,0,0,"Gord and I had supper Saturday evening at Kellys Landing Bar Grill Hub.

We split an order of ancho pepper lime wings.  They were good ... the pepper and lime really came through.  Gord really liked the feta dip.

I usually order chicken there but felt like a burger ... so I ordered the Landing Burger with no cheddar or mixed greens.  The fries were good.  The burger was okay ... I found the bun and patty a bit dry.  The bun seemed to be too much for the patty ... so maybe a bigger patty or a smaller bun?

Gord ordered what he always orders there ... the Landing Carbonara.  He said it was really good.

Michaela was our server ... she was friendly and took good care of us.",2019-06-10 22:19:58
2317837,9KfWzZxQ9JjHOlnXjRAPcw,B47_OjrgyqbB_WNtIzTY5A,qcDFrv2EQU9GeIAAVqdA-g,3.0,0,0,0,"Ordered chicken strips with fries - $17. Got 20 fries and 3 1/2 tenders - is this a kids menu? The meal Takes up only half of the plate; Wasn't even an appetizer. 

Wrote into Jack Astor's about it 5 days ago, and haven't heard a peep back - probably more upsetting not hearing any feedback from them. 

Although service was decent.",2019-08-20 14:42:29
2318060,HFuNTn-OwE6-DPaTpCSesQ,k0ThTAO6Vvd6TPSeBSNUVQ,bZgfnQtLXly82_XmLBqOwQ,1.0,1,0,0,Tonight we went in with a party of 6. Here on vacation and was our last dinner in town . If I could have done zero stars I would have. First we waited for a table as the girl lazily washed down table and left cleaner all over table as we sat down . Second our blonde haired waitress who none of knew her name As she did not introduce herself or wore a name tag. She did not write our orders done but tried to memorize them and this was evident when one member of our party did not get served her meal as they made the wrong item . That member of our party was then brought just fries and made to wait for her chicken tenders . Then out came the actual tenders and a mysterious sauce which tasted horrible . Should have known something was wrong when she came to the table and we ordered waters and all 6 of us saw her eye roll in the back of her head cause we didn't order soft drinks . This played a roll in the crappy service tonight . Then as the meal progressed she was annoyed at us drinking water and Instead of coming back to the table brought a carafe of water that was not cold at all . Towards the end of the meal one member of the party was so disappointed with the food that she did not eat it all and the waitress came back and rolled her eyes again when she saw the amount of food on the table . This place is too loud and especially with speakers right over table can't hear people talking at all . The gift shop was not lit up at all instead of debris all over counters. Nobody was at Check in counter when we arrived or anything . The floor is dirty and had to have additional place setting brought over to us as well . Would not have left a tip but needed to get rid of the Canadian money we brought before going home . Waste of time and waste of money. Service sucked and wouldn't think about stepping foot in place again . Wierd thing about not getting seated right away had a huge table in back and tables in back that didn't have anyone sitting at them . Waste of time.,2019-11-11 02:43:05
2320924,512N_MTVYw8Oq04ALx8ohQ,YqgsS4Mnw02Q6fWLfuIyfg,bZgfnQtLXly82_XmLBqOwQ,1.0,0,2,0,"Should be a museum or just a bar. They don't have the ability to serve in a normal amount of time. Waited two hours to be served. 

Two hours is just way too long.",2019-06-16 00:18:34
2321699,nJ6-pkS1ZoYy4YnV-f82JA,Lk70TsLeGBYSXsnr5q-cXg,qcDFrv2EQU9GeIAAVqdA-g,3.0,6,3,4,"It's a chain but it's reliable if you just need a quick bite. We came in for a late lunch and opted to sit outside. They have reduced the number of menu offerings since the last time I visited, which is fine but it just has much less variety now. 

Our server was friendly but we didn't see her much. It also took at least 45 minutes for our food to come out which seemed a bit excessive, especially since it was crowded or super busy. 

As far as the food goes, it's decent. The garlic pan bread was warm and tasty. We had the original chicken tenders and fries, plus the steak frites with the 7oz top sirloin. The fries are average. The chicken tenders were solid, as was the steak. No crazy or unique flavors but it gets the job done if you are hungry.",2019-09-08 22:35:39
2322016,MFQOLrJ18HdUwwQqHgcPeQ,v4hmGW5xSDPxvTQhAS3xDQ,4MQaqhBUJCpghGukSWNq7w,1.0,0,1,0,"Terrible advertisement. They say they are celebrating 30 years with live DJs and music and epic food and drink sampling etc....on June 13 and 14. They search my bag and threw away a whole box of new muffins into the garbage bin. I said don't throw away but feed the homeless, but they did not listen. Terrible experience.",2019-06-14 00:00:00
2322483,UXbUwg9-5Xrmj8FOSmWM_A,O5lkQ6CBY7qYBLnIliqKYw,4MQaqhBUJCpghGukSWNq7w,1.0,0,0,0,"Only sircorp kitchen I know that closes two hours before the restaurant does. Lame af. 2/10, would not recommend.",2019-05-27 04:39:23
2326320,3KqHTo9MdE3g7pgOOYL8kw,XuoJtxbMISniYBWNg31ufQ,FgHjnpJkCMj62b9P6n7Iig,5.0,0,0,0,"Lucy is the best bartender ever if you want fast service she's your women !:) couldn't say more good things about her , the bar is cozy and simple and they always have a game on which is a huge plus.",2019-11-30 00:17:04
2326760,bWGFOfP7qMTxBsN9KVBR7Q,kGolMJC6NYWRw7C5rqKqcg,4MQaqhBUJCpghGukSWNq7w,1.0,1,0,1,"Awful. The food gave me 2 days of food poisoning, including hard diarrhea. Missed two days of work.

Manager won't return my calls. 

Stay away, it's not worth it..",2019-08-11 03:56:03
2328562,YfRMHfpKP4IsM-vcHrxoZQ,CuSUyFP9D97f1BTmnDdiyQ,HAnPo3pHgCnw8pNxJZtH-g,1.0,0,0,0,"I've rated the place a 1 because there is no 0.  First, I've been to many Jack Astor's locations.  The food is always consistent and the service is good.  This is not the case at this location.  We sat down and were not served for ever.  I finally had to flag some down they said it was not their section and walked away.  Finally we did get a server (about 15 minutes after arriving).  Service for the meal (appies) was incredibly slow.  The most frustrating thing about the service level at this place is that their are a lot of employees congregated at the front door chatting.  Some I think  were on shift some seemed to come there to hang out.  Bottom line - This location is horribly managed.",2019-10-08 19:59:26
2329210,hXFVpRf3H_iohXdC_mIejw,PIfjJ7w-GB2177o2s98pSQ,CM7IDKFxV6p5FdptjXsr8A,4.0,0,0,0,"A solid sports bar in the area. Good selections and a REALLY good burger. The vibe is a little classy/antiseptic, so if you're looking for a unique experience, try Loose Moose across the street. But if you want to spend a little too much on a great burger and watch a game, this is the place. Our waitress was handling the bar and tables and was KILLIN it. Though the all female wait staff in the same tight black shirt dress was a little weird...",2019-06-19 02:15:12
2330944,MJaXt2jzbrkUC_RKZ9_Hng,3MAy6aO02g18GD48pHhH-A,CM7IDKFxV6p5FdptjXsr8A,5.0,0,0,0,"Kelly's Landing is ICONIC. Amazing food, music, and people! 10/10 would recommend! Can't wait to go back!",2019-08-19 04:52:55
2331384,YywWwSRoAluiSJeDI0POVQ,9gHkTH3wBjeRWrozASB_CQ,4MQaqhBUJCpghGukSWNq7w,4.0,0,0,0,"Hands Down one of my favourite places to stop when I am in town from Thunder Bay!   Always a cool place to go after a Jays game or event in Toronto.  Also a great place to hang out before catching a go train.  
Cold drinks and great Nachos! 
So many fun times at the Loose Moose!",2019-08-21 18:06:24
2331965,epH5ey7ZTIiNIjKZcWaVLQ,1SeWGmK0htBr2evj-iLt-g,4MQaqhBUJCpghGukSWNq7w,5.0,0,0,0,"The patty melt was very juicy, even if it did have mayonaise on it.  The beer selection is vast and it feels more like an American sports bar than a Canadian one.  I'd go back, for sure.",2019-10-15 15:18:33
2333553,WbzFvlHNnFRI16ce_BenQA,tb7q_TIKu_pha2UFyneMmA,4MQaqhBUJCpghGukSWNq7w,5.0,0,0,0,So much fun! After a LONG day's drive we needed something to eat and drink. It was a toss up from this Loose Moose or another bar next door. We hit up the Moose.  Their guacamole is amazing. Their wings were excellent. I was almost sorry we didn't get two orders. :)  I cannot do lots of beer anymore - my friends did - I stuck with Prosecco. Lots of ambiance lots of fun and it was clearly the start of a weekend on a Thursday night. So fun we ALMOST went back Friday night to see if we could catch the Buckeye game we loved it that much! Being in town for a minute we needed to keep finding new spots though I WILL bring my husband here next time I'm in town. :) I say that a lot lately with this trip - Toronto is just fantastic. :),2019-10-21 17:58:32
2334135,yCPEIg7HzDZF9K-cUYoAsA,gcAlRw8uqr8DHlZVCcSgLA,bZgfnQtLXly82_XmLBqOwQ,5.0,0,0,0,Me and my dad went to Wayne Gretzky after hockey hall of frame I have a burger and fries we will return,2019-09-13 04:14:01
2336090,h5P-autDWy04A3js01xzWg,ogpTvuyvLWpZ6P1B-bGCFg,CM7IDKFxV6p5FdptjXsr8A,4.0,0,0,0,"Visited from the USA. I can tell this place gets packed on weekends and game days (Raptors) as it is about a 10 minute walk to Scotiabank Arena. They played great music (Salsa, Hip Hop, Reggaeton and Top 50). Their drinks are decently priced and the venue itself is very modern looking with semi dim lighting. The attire was semi casual and the bar was non stop crowded. There are TV monitors wrapped around the bar with a giant screen projector in the back of the restaurant. We had the picante pizza (very good), sweet potato fries (great) and steak frites (very bland). Overall the atmosphere and servers were very down to earth and we enjoyed our visit!",2019-12-01 13:36:10
2338506,utxhqbFY3F7F2F4j0TI1yQ,tU9N_pOZx_7TKrlVM19nXA,bZgfnQtLXly82_XmLBqOwQ,1.0,0,0,0,"Absolutely horrific service. Sat down, at the bar, and was greeted by a small Asian guy who promptly asked us what we wanted.  My buddy told him he was still making up his mind. I told him the largest size Steam Whistle they offer. The tap was an arms length away, but the dude disappeared and I never saw him again until 20 minutes later and he was busing a table. In the interim we actually did receive our beers, but from a completely different bartender. This was the last time anyone came over to us the entire time we were there. They also were playing on every TV the replay of the Rogers cup from earlier in the day, all the while live sports were happening in real-time but these ""sports bar"" bartenders had to be asked by other patrons to please change the channel and put on some actual live sports, which also took them at least 10 minutes to finally change it. 

We were going to get an appetizer but opted not to after all of this. We had to flag down one of the other 4 bartenders to ask to pay our bill. 20 minutes later they gave us the bill. We nearly walked out without paying. And don't get me started on the smell. I know it's the restaurant of the greatest hockey player of all time, but the place smelled like a hockey dressing room after a triple OT marathon.

It was the most excruciating hour and half I ever spent at a bar in my life and I'm 40. I will never go back here. Ever.",2019-08-15 15:58:40
2339086,hhK0ey0gKtxtWdTv7JIzPg,EVstSGy_L4332KwiFuSAig,CM7IDKFxV6p5FdptjXsr8A,5.0,1,1,1,"Excellent service and location. Whenever we're in town we go here either for a beer or sometimes a bite to eat. 
I had the steak salad and a bottle or the Argentine Malbec. Both were excellent and reasonably priced. 
This is a large and popular place with a lot of indoor and patio seating so obviously noise levels can vary.
Conveniently located near Union station at York and Front street this is ideal for bankers, locals and tourists.",2019-06-27 00:02:12
2340656,e_MVIcBLLpgwO2W-2lSySA,tbjUkOTEuVmsU_5K7aJ4Dw,4MQaqhBUJCpghGukSWNq7w,3.0,1,0,0,"If you're looking for a place to chill, pass time and fill your bellies like we did, look no further!  Loose Moose is a wonderful restaurant that is blocks away from the ScotiaBank Centre.  The ambiance is comfy, relaxed and the servers are super quick, sweet and attentive. 

We came here on a Wednesday afternoon prior to a concert. At 5:30, it was not busy at all. We got a nice hightop window seat and were promptly looked after.

I ordered the mushroom burger - meaty, tasty.  The burger came with two nice beef patties, topped with brie, mushrooms and caramelized onions.  I opted out of the truffle alioli, but I'm sure that would have been really good too.

I got fries with the order, and to be fair, the fries were not the greatest.  It lacked flavour... it was dry. I'm not normally a ketchup person but I definitely needed to dip these guys in something. 

Their menu was extensive and it was a hard choice to make food wise.  A friend had the fried chicken sandwich.  It had a nice kick to it. Another had a cheeseburger, which she thoroughly enjoyed. It's a chill place.  I wish the fries were a bit better, but hey, at least they did something right. Burgers are delicious.",2019-07-19 19:31:45
2340658,2a3U4jtMEVTnbt0OSgAaCg,EQtKZLK3HVLoRxubVtAB4A,CM7IDKFxV6p5FdptjXsr8A,4.0,5,0,2,"My boyfriend and I came here for brunch on a Sunday morning. It was located just a few blocks from our Airbnb, and we decided to check it out. It was right around 11am (brunch is served 11-3pm), so the restaurant wasn't all that busy. We took our usual seats at the bar, and perused the menu. 

Since I considered myself a newly initiated expert on caesars, we couldn't resist ordering their intense loaded one. It came in a HUGE mug topped with a slice of pizza, a lobster tail, jalapeño havarti, bacon, celery, carrots, and pickles. It was out of this world delicious! 

Our bartender was great, and she offered suggestions when we couldn't decide on what to order. I went with the appetizer of loaded nachos. Holy cow they were huge, but delicious! I barely put a dent in them. My boyfriend got the Kellys Benny, two poached eggs atop an english muffin covered in bacon and hollandaise sauce. He said it was amazing. 

I really liked the layout of the restaurant, and how many tables/booths they had. There is an enormous TV in the back, so I am sure watching a sports game would be perfect! I would definitely eat here again if I ever find myself in Toronto again. Prices were very reasonable.",2019-05-05 13:29:32
2341576,k6mdb-45pNxy5Bd510lWjQ,qNzfeSDuL0KAL2Mp9rq5bw,0bmWNkV0ld_Nm8nTqeIYVQ,5.0,0,0,0,"The most delicious wings! I told one of the owners, Matt, to surprise me and my large group with people pleasing wing flavours and he did not disappoint! I loved every flavour, the wings are juicy and meaty. The service here is very hospitable, warm and welcoming. I will be back!",2019-10-22 04:59:15
2342864,0fDqEZfCz65HDjgAxNCUjA,UOSgs8WJZvFP5SSOSd03lA,bZgfnQtLXly82_XmLBqOwQ,5.0,0,0,0,"What a great homage to the man himself.

The front of the place was obscured slightly by construction next door, but coming round the corner from King and seeing that signature and the number 99 made my heart flutter! I may be a little biased as a hockey fan but this is probably the best sports bar I've been in the whole of Canada.

I was greeted by a host named Carly, who promptly showed me to a clean booth with full condiments and brown paper covering the tables to give it its own vibe. My drink was brought straight over, and the girl serving me (Grace) was very accommodating and thorough when I told her of my allergy.

I chose the chicken fingers from their under $15 lunch menu, they came with fries and coleslaw (I opted out of the additional plum sauce due to my allergy) and they were perfectly seasoned.

The drink menu contained products made with Gretzky's own Niagara-based ""No.99"" brand cask whisky and ""Wayne Gretzky Estates Merlot"" which gives it that edge over bars competing with generic ingredients. Other wines available under his brand are ""Lightly Oaked Chardonnay"", ""Pinot Grigio"" ""Riesling"", and the ""Estate Series Chardonnay"", along with the reds ""Estate Series Shiraz Cabernet 2013"" and the same year ""Cabernet Merlot"".

The ambiance was chilled yet upbeat, with music playing over the many screens showing different games including soccer.

Overall, cheaper to come at lunch but still decently priced and a great place to look around for memorabilia.",2019-09-09 18:59:46
2343834,p8vULslv7Y_U4zsubbsKUw,C6Qltey26Uyo_1wlISdFlg,CM7IDKFxV6p5FdptjXsr8A,4.0,1,0,0,"We shared fries, caesar salad and margarita pizza. The fries and salad were great. The Parmesan seasoning on the fries was delicious. The pizza was a little strange, not sure I would ever order that again. There was a lot going on with that pizza when I had hoped for a simple pizza. The drinks were great I had the elderflower cucumber spritz and the blood orange basil smash. Both were delicious but I especially loved the elderflower drink, I love a good cocktail that isn't too sweet. I will for sure stop back in for the elderflower drink and some fries. I think the food here is targeted towards the tourist and suburban crowd. Not sure I would really even bother trying to get into their menu. Just enjoy some good drinks and small bites because the TVs are great if your going to watch a game.",2019-07-28 02:01:57
2345225,LU6picRy-3zP32DGBb5Yqg,i0J8i4We1_suRzi7wDm9sw,4MQaqhBUJCpghGukSWNq7w,3.0,1,0,0,"I stopped in here while my friend from Michigan was visiting me for the weekend. They thought the name sounded very Canadian and they had poutine on the menu so we thought it would be a cool place to get a bite to eat after we had visited the aquarium! The poutine was good, we shared it and we were both satisfied, but if we had been any hungrier the portion size wouldn't have been enough to share as a meal. I ordered the ""moscow moose"" cocktail and it was delicious! The only problem we had was that the service was not great, but it was very crowded so I couldn't blame our server for being busy.",2019-10-22 05:25:50
2350758,s6b1fMb7TKoOLcOB4UW7Ig,pEyQWT_Whc_pEOwpc4SHJA,4MQaqhBUJCpghGukSWNq7w,5.0,0,0,0,"This place is massive, they have plenty of seating and at nights have a place to go dancing if that's what you're into. My friend and I chose to sit at the bar where they have giant HDTVs showing the current sports. We decided to go along the route to sharing an appetizer platter with two sliders, nachos, and dip, fried pickles, and fries.

We each had a beer and were satisfied with our choice. It's a nice walk from Rogers Centre or Scotiabank Place so get here early for a good time before you catch a game.",2019-08-15 23:01:21
2351469,sqtuLm16lVaDJ77G4SJ07Q,Xt8wig2VopleFwb_c-NlLQ,4MQaqhBUJCpghGukSWNq7w,3.0,0,0,0,This is a totally cool place with an energetic vibe. All the food that came out looked amazing and delicious. The service at the bar was lackluster to say the least so we had 1 beer and decided to move on.,2019-07-25 16:46:40
2352451,olSzl_qnWVXW6hWSQYpGUg,EVstSGy_L4332KwiFuSAig,CM7IDKFxV6p5FdptjXsr8A,5.0,0,0,0,"Excellent service and location. Whenever we're in town we go here either for a beer or sometimes a bite to eat. 
I had the steak salad and a bottle or the Argentine Malbec. Both were excellent and reasonably priced. 
This is a large and popular place with a lot of indoor and patio seating so obviously noise levels can vary.",2019-05-09 18:06:05
2352951,D_6PPm7WxaBHXDRPd0aV8g,Lk70TsLeGBYSXsnr5q-cXg,bZgfnQtLXly82_XmLBqOwQ,3.0,5,3,2,"The restaurant itself is getting worn down and the service is pretty spotty but if you just need some basic food and are nearby it will still deliver. We were in the area and just needed a quick lunch so we stopped in. 

It was pretty dead on a Thursday around 2 and we were seated in the bar. The lunch menu had items for $15 and under but was pretty limited. We just picked the chicken tenders and called it a day. 

I've been here a few times over the years and they haven't made any changes.. not necessarily a great thing. The bathrooms could definitely use a deep cleaning or upgrade but they still are fine if you need to use them. 

Service wasn't very attentive but the food was at least pretty solid. Huge portions and definitely filled us up. You could do worse but I wouldn't go out of my way to come here.. even if you're a Gretzky fan.",2019-09-06 03:04:05
2353112,k-Ysog4g6EbGWM4mO-IgLQ,O3pSxv1SyHpY4qi4Q16KzA,CM7IDKFxV6p5FdptjXsr8A,3.0,0,0,0,"Before the Toronto Rock game this evening, Gord and I had supper at Kellys Landing Bar Grill Hub.

Tomorrow's Gord's birthday and what he didn't know was that I had purchased the birthday package for the Rock game for him (it comes with ten tickets) and invited nine friends (he's known some of the guys for almost sixty years!) who were meeting us at Kellys beforehand.  Surprise!!  I had made the reservation in January and unfortunately the reservation no longer existed when we arrived ... fortunately they were able to seat us.

I ordered Maple Cider Half Chicken (minus the veggies).  I've had it before there and had liked it.  This evening it was just okay ... I found the chicken was a bit overdone as were the potatoes.

Christina, our server, was friendly and took good care of us.",2019-04-01 00:14:43
2353405,4aXdScpRMMnxwsPlT9cNng,TpcVU12Ug_jxMw6TWaKwng,4MQaqhBUJCpghGukSWNq7w,4.0,1,0,0,"On a recent visit to Toronto, family and I wanted to come here for beers and dinner, and overall, had a good experience!

We came in around 5:30pm on a Friday and were immediately seated at a table in the front corner.  The interior to this place was pretty cool with the bar towards the front, somewhat close to where we were, with plenty more tables in the back and the walls were wooden and fashioned with stuffed animal heads with plenty of TVs playing sports.  At the start though, I wasn't very impressed with the service as our waiter came over and asked what drinks we wanted to start with, which we said water to start as we looked over the extensive beer list, but disappeared for almost 20 minutes and forget about our waters!  We saw him chatting it up with another table for a good 10 minutes while others were being seated around us and taken care, one of these tables he took care of.  He finally circled back around and he did apologize and brought our waters along with our beers right away.  He also expedited our order of poutine, so he made up for it.

So yes, we started off by splitting an order of the ""Fully Loaded Poutine.""  These were soo good!  The fries were thick cut and doused in gravy with more than enough cheese curds.  I really enjoyed that extra flavor from the bacon, scallions, and dollop of sour cream though!  This was listed under the ""Fresh Cut Fries by the Pound"" section on the menu and, no lie, this dish was a pound.  The family and I had walked around Toronto all day so we were pretty hungry, but on any normal night, I think this would've been a meal all on it's own.

As we devoured poutine, we each ordered a main dish, which came out to the table in about 15-20 minutes.  I thought was pretty fast seeing as how busy this place was getting.  I ended up ordering the ""Baja Fish Sandwich"" with a chopped Caesar salad as the side.  Now, this sandwich is listed on the menu under a section titled 'Big Ass Sandwiches' and let me tell you, this thing lived up to it!  I definitely needed two hands to eat this.  The sandwich itself was phenomenal!  I was so impressed by the ratio of beer batter to haddock: it was covered and cooked perfectly and the flavor of both batter and haddock was awesome!  The coleslaw, cilantro, and feta cheese added an awesome flavor, crunch, and kick to the sandwich and the guacamole on the bottom bun provided a bit of creaminess and balance.  Even the side Caesar was pretty good.  Now, I was able to finish the sandwich but in a surprise turn of events, I couldn't finish the Caesar as I was way too full, at the point where it was a little too full but I really enjoyed that sandwich.

Overall, we had a pretty good experience!  The beer selection and food were phenomenal but the service was a little iffy.  I admit our waiter made up for it and finished strong but first impressions are important...  Anyway, I would definitely stop here again.",2019-07-07 18:50:10
2354995,lf9aAGhvmvZtvMPAtjDkAA,x__FRnzfWnWAlB7L16ibpg,HAnPo3pHgCnw8pNxJZtH-g,2.0,0,0,0,"I love jack astors normally and this one is down the street so it's uber convenient. Unfortunately the quality just isn't there anymore. Seems like they've been cutting corners and it's declining for awhile now. Not sure if it's across the board or just this location. 

I ordered the garlic cheese pan bread, a favourite dish that I have been devoted to for 10+ years and it came out burnt and over cooked. I asked them to take it back. It legit just came out the exact same way lol. So sad! I loved this place but you need to step up and bring back the half decent kitchen you once had. 

#IMissTheOldJacks",2019-07-26 01:10:15
2355092,KoWBVXqtmhBfsmwFU15bhg,mel3b3nLLYe2wLdHBOwavw,N1mOvbqAiSGKM1_YoSRO9g,4.0,1,0,1,"Not sure why the reviews are so harsh, but many of those seem to be for delivery which doesn't seem very fair for a bar.

This has become our go-to spot to watch the Bills season opener. Several large TVs and they always put football on for us. They let us watch the game and check in on us enough to feel attended to without making us feel badly for spending 4 hours here. 

We had the Sri Lankan curry and the Thai curry poutine. Both were great; spicy. I'm no expert on Sri Lankan food but I've eaten more than your average white person. It didn't taste like any I'd had before but I enjoyed it nonetheless. 

Waitstaff/bartenders are great. This seems to be a real neighborhood place. All sorts of folks popped in for a drink or two. The staff would friendly with everyone and it was all very charming.",2019-09-08 21:01:56
2355490,aVopBQlpvT-TGdVrC7fXmQ,k-boFrzG-O6PwflDKGNyYA,FgHjnpJkCMj62b9P6n7Iig,1.0,2,1,0,"If you like a place with average food, boisterous racism, and mediocre service, Aces Place is for you! The regulars are still living life through the 1960's and the wait staff seems to encourage their views. They should get it over with and place a sign on the front of the restaurant stating ""No minorities allowed!"".",2019-03-22 13:54:27
2355514,HsxhDWDR0owPGA0yVWOhoA,xRw2FOOUwmRVtE-LKvt1yw,bZgfnQtLXly82_XmLBqOwQ,2.0,0,0,0,"Came here for the very first time with my friends and had great drinks and a very nice waiter, i forgot his name but as the bar was closing,we noticed these two girls that work at the bar were mocking us and being disrespectful to us for no reason and ruined our whole night experience there But other than that this place was great.",2019-12-05 13:37:10
2356093,t3NsRH7crftMU44bHi7q1A,XLaO5xmki_wxeIO83E-2Xg,4MQaqhBUJCpghGukSWNq7w,5.0,2,0,1,"First stop in Toronto. Easy to find, we walked up and the pub is upstairs.
We missed the lunch rush, so it was quiet and we were seated right away. The pub is clean and while a little dark, it was clean and friendly.
We decided to try the fish and chips. They came out hot and crispy. And so good. The chips were fresh and wonderfully flavored. 
Service was great and nice.",2019-06-08 21:31:37
2356385,xiRNg5qKrBCuiJt2YRHrOQ,0STJ58dmicExC4fUMU2ufA,CM7IDKFxV6p5FdptjXsr8A,2.0,0,0,0,"This was my first time here and probably my last because when we arrived it looked pretty cool as a place but the service is just horrible. Our server only come to the table once to check on us, the food was just ok definitely not worth its price, it's way too expensive for what they serve.",2019-08-25 21:46:19
2357120,KrRhmcJkx-MLZ_I7TjCbPw,xBqmh0rD0j96gmRLeTUbhA,FgHjnpJkCMj62b9P6n7Iig,1.0,0,1,0,"Vigorously endorsed by some of the older locals, but honestly the food is below what the price would lead you to think, both in quality and portion size, and service is far from what's taught in hospitality school. 

Underwhelmed, I am.",2019-06-05 21:14:34
2357143,yQIFgnkKBGMcU9AoXmStgA,wtBUBuE4kKJo3I28RyGZsQ,CZo5aeQpv55NKf0VG9wWEA,4.0,0,0,0,"Really nice place. Great staff. Got takeout from here. My wings were good, I did not love the sauce but the wings themselves were made well. In this town if you have nothing bad to say about your food it's actually a good thing.",2019-11-29 22:57:51
2358685,zTE4GEDx20bUWSdGkWB3iA,WbrTuaVF2b5Jp23rGF50ug,4MQaqhBUJCpghGukSWNq7w,5.0,0,0,0,"Stopped in for a quick meal today on the way back from aquarium to our hotel.

I had the chicken avocado club and my buddy had a burger.

Both were fine plates of pub food- good but nothing exceptional.

Our waitress Vania however was truly awesome. Really friendly and exceptional service.

I would give the food a 4 and the service a 10 so bumping review up to a 5 overall :-)",2019-11-23 21:21:05
2360912,RsX6vx3MwGmHorYBhl_Q8g,1SNRDjVeuZDVEejB0Jg3sA,bZgfnQtLXly82_XmLBqOwQ,3.0,0,1,0,Bartender wouldn't give a sample of a wine to pair with the 35 dollar ribs! The wine that was open was turning! Avoid! They ended up not charging for my wine and I changed my review from a one star to the three!,2019-06-24 20:43:44
2361145,87ARLXL1ItDnbqFZ_YA1qA,Lk70TsLeGBYSXsnr5q-cXg,4MQaqhBUJCpghGukSWNq7w,4.0,6,2,4,"We stopped in here on a whim since we liked the name and we ended up having a really solid lunch! Upstairs has all high top tables and a nice bar atmosphere. They have TVs around with sports on in case you want to watch a game. Bathrooms are a good size and clean. It wasn't very crowded when we arrived but we were sat promptly and our server was on point. 

We had a plain cheeseburger and the patty melt.  Both came with fries and were large portions. For bar burgers these were pretty dang good which we were not expecting. The menu also has a decent amount of other options for those who may not be in a burger mood. 

If you're in the area this is a solid place to chill out, have a drink and grab some food.",2019-09-04 20:36:52
2361734,pfbY40sworkf8vSfKDFQbg,VsjeyU7O4jxVtO5vedVCTA,4MQaqhBUJCpghGukSWNq7w,2.0,0,0,0,Decided to try this place after the Food and Wine Expo. Atmosphere is loud and crowded on a Saturday night. We were seated quickly. Wanted to try a Caesar salad for a starter. Unfortunately there was a recall on romaine so ended up with a Cesar made with iceberg lettuce. It was under dressed and flavourless. Gross. We waited a short while for our main courses. Burger was ok but the fries were way too over seasoned and salty. Portions were decent but service was slow. Once we were done eating it took forever to get our bills. They were nice enough to take the salad off the bill. Was nice to get out of there. Was way too loud and crowded for my liking. Not likely to go back.,2019-11-24 03:38:58
2364615,Ai7edAxIvcp9aW9dmmLBmw,kYMiBKDYRvEHrN_YhqbJ1w,bZgfnQtLXly82_XmLBqOwQ,5.0,2,0,0,We were seated immediately after we arrived. Service was really good. We had Buffalo Cauliflower for the first time. It was really good. Then we had chicken strips and the Salmon Entree. Overall the food and service were really good. Memorabilia was fun to look at,2019-05-21 01:44:24
